*** NUMBER OF MASSES AND MASSES ***
N =10
M = 1.0000E-01

*** SX and SY ***
(SX,SY) = diagonal elements of the S matrix

SX =    1.0000E+00
SY =    3.0000E-01

*** COORDINATES ***
IS   = solution counter
FCT  = objective function at the solution
(X1,Y1) = X and Y coordinates of each point mass

IS        FCT                    X1                           Y1...
  1     7.6828E-33     -9.1862471365509235E-01      5.3021249967850259E-01      8.1131520119208578E-01     -9.4841280280328910E-01      0.0000000000000000E+00     -2.6334612814647897E+00      0.0000000000000000E+00     -2.5270795799419671E-01      0.0000000000000000E+00      1.7756381816983742E+00      0.0000000000000000E+00      2.7110004626031787E+00      0.0000000000000000E+00     -1.6399671469498345E+00      0.0000000000000000E+00      8.7589834829069924E-01     -8.1131520119650380E-01     -9.4841280280455620E-01      9.1862471365119547E-01      5.3021249967447248E-01
  2     8.8698E-33      0.0000000000000000E+00      4.8542641753159067E-02      0.0000000000000000E+00     -1.8217810015564624E+00     -7.7670702143546611E-01      1.4707842612608573E+00      9.3817075075403300E-01     -4.2641392701015479E-01     -9.3817075075910972E-01     -4.2641392700802422E-01      0.0000000000000000E+00      2.4762347363197081E+00      0.0000000000000000E+00      9.2045220144549078E-01      0.0000000000000000E+00     -2.7402008508465738E+00      0.0000000000000000E+00     -9.7198839570088602E-01      7.7670702143323311E-01      1.4707842612653179E+00
  3     9.8634E-33      8.6862420804739404E-01     -4.7477378342314364E-01      5.3587137119295192E-01     -2.1354576397371137E+00     -5.3587137118737571E-01     -2.1354576397498128E+00     -6.6128059636176151E-01      9.6400776221552109E-01     -4.9884063163925407E-01      2.1330916772739310E+00     -8.6862420805021789E-01     -4.7477378344059001E-01      4.9884063163382375E-01      2.1330916772874056E+00      0.0000000000000000E+00     -1.1235090781548465E+00      0.0000000000000000E+00      1.4977304544995682E-01      6.6128059635397796E-01      9.6400776222207218E-01
  4     1.0254E-32      3.8728581854589955E-01     -4.3775729079433429E-01      0.0000000000000000E+00      2.4540068235966097E+00     -3.8728581855830935E-01     -4.3775729079333664E-01      0.0000000000000000E+00     -2.5552626748750877E+00      6.6087584524818155E-01      1.4306260453120807E+00      0.0000000000000000E+00      6.4171261659264123E-01     -6.6087584524976539E-01      1.4306260453090593E+00      1.1644928043777349E+00     -4.7368548470629185E-01     -1.1644928043876315E+00     -4.7368548470359884E-01      0.0000000000000000E+00     -1.5788233049918472E+00
  5     1.0316E-32      9.4395547244296274E-01     -4.3614235755767511E-01      8.3747672391668215E-01      9.2005321416021368E-01     -8.6548550953756853E-02      8.9639744089861828E-01     -2.5119019333650427E-01     -1.7798499767941929E+00      9.3016084658789744E-02     -6.3029942868358535E-01     -8.5645897061667753E-01     -9.2322624149020061E-01     -7.7741476273266230E-01      2.4529384745514463E-01     -6.0411116386355046E-01      1.8292805937711381E+00      3.7598045043470840E-01     -2.4679826201261243E+00      3.2529491003303740E-01      2.3464755283101213E+00
  6     1.0334E-32      8.8320853387738119E-01      0.0000000000000000E+00      6.4797669852679207E-01      1.4963975986621583E+00      0.0000000000000000E+00     -2.5294378794524106E+00      0.0000000000000000E+00      6.2517950015921375E-01      6.4797669852813611E-01     -1.4963975986738136E+00     -6.4797669852693474E-01      1.4963975986712785E+00     -8.8320853388475862E-01      0.0000000000000000E+00     -6.4797669852827855E-01     -1.4963975986829348E+00      0.0000000000000000E+00     -6.2517950017368951E-01      0.0000000000000000E+00      2.5294378794420669E+00
  7     1.0377E-32     -3.3341399520107656E-01     -2.3548228324650262E+00      5.8510090611829424E-01     -1.8418179314477769E+00      9.7756290087868103E-01     -2.6331370464979204E-01      1.1609869744830019E-01     -8.6985109137460870E-01      2.3723024744114529E-01      3.3689354656493309E-01      5.7503975960593345E-01      2.1393840533942066E+00     -8.2570009428661284E-01      3.9928714323559578E-01     -8.2906525527147223E-01     -9.5621047553148497E-01      3.3226134890684635E-02      1.2400433230189747E+00     -5.3607930163856332E-01      2.1704079691959266E+00
  8     1.0420E-32      8.5591650121797813E-01     -8.4231680447327761E-01     -8.6222160314677776E-01     -2.9046836217464078E-01     -7.6557092034565538E-02     -2.6894099460555942E+00     -1.7386441068110342E-01     -8.3586058684405795E-01     -8.3822451825431910E-01      7.8621626454763482E-01      5.5237265844260408E-01      2.6983750024507236E-01     -2.1284747975813445E-01      2.4475927551119390E+00     -5.2173171541343051E-02      1.2188740113389409E+00      4.3701848253899958E-02     -1.7537751307664078E+00      7.6389726748813647E-01      1.6893102990017279E+00
  9     1.0458E-32     -7.2159727232237336E-01     -4.4839097690291146E-01     -8.2907250679176725E-01      9.6185447806696656E-01     -5.5740260993364887E-01     -1.5112630971273195E+00      0.0000000000000000E+00      2.7574783657324614E-01      8.2907250678540267E-01      9.6185447806442814E-01      7.2159727232257864E-01     -4.4839097689000995E-01      0.0000000000000000E+00      2.6446805051755375E+00      5.5740260993000834E-01     -1.5112630971135506E+00      0.0000000000000000E+00      1.6458976576390862E+00      0.0000000000000000E+00     -2.5707268075515257E+00
 10     1.0558E-32      6.2947702790198212E-01      5.3544217414829409E-01     -7.0517194697737839E-01     -1.8854597117784948E+00     -5.0952821061431364E-01      1.3611482741863941E+00     -1.1152596343408694E-01      2.5395410323896628E+00     -1.4680572522354787E-01     -2.0029620742159437E-01      5.8498348225449814E-01      1.6234958752578863E+00     -4.7159306442568140E-02     -1.1876788348517626E+00      8.8058161980646255E-01     -7.2375516638284632E-01      3.3974969702765700E-01     -2.3709227426661381E+00     -9.1460067431204028E-01      3.0848530705547117E-01
 11     1.1730E-32      5.7687448141277697E-01      1.0181155860160827E+00     -5.0748773814554038E-01     -2.1756946136864221E+00      5.0748773814395043E-01     -2.1756946136826776E+00      5.0748773814373083E-01      2.1756946136705615E+00     -5.9767902553047569E-01      0.0000000000000000E+00     -5.7687448141450681E-01     -1.0181155860316111E+00     -5.7687448141427577E-01      1.0181155860176538E+00      5.7687448141300735E-01     -1.0181155860300410E+00      5.9767902552497798E-01      0.0000000000000000E+00     -5.0748773814532033E-01      2.1756946136743074E+00
 12     1.3190E-32      4.4384873437460870E-01     -1.8001220551203014E+00      7.3945007385544925E-01      1.5125624175272128E+00     -2.9614234905993303E-01     -2.4983262530809291E+00     -1.2358127214599707E-03      2.5137801143294505E+00      2.8145942323237366E-01     -1.0097103806782393E-01     -6.8572608555153514E-01      1.5040228545444858E+00     -5.6914946350394058E-01     -1.1421332226164800E+00      8.4656339846239048E-01     -8.0791792201121138E-01     -8.2904808392301121E-01      2.2113947996935793E-02      6.9980164823098642E-02      7.9699115643266349E-01
 13     1.3344E-32      0.0000000000000000E+00      2.4363841611255279E+00     -5.4239970720501440E-01     -1.4558629468063948E+00      8.8694729820735407E-01      1.2793404230653374E+00      0.0000000000000000E+00      7.3404293006144497E-02      0.0000000000000000E+00     -2.5333385037880758E+00     -8.8694729822533680E-01      1.2793404229354723E+00      5.4239970718673547E-01     -1.4558629469113999E+00      0.0000000000000000E+00      1.1111196509453760E+00      8.4423095111343915E-01     -3.6726227687122753E-01     -8.4423095108830437E-01     -3.6726227675476913E-01
 14     1.3820E-32     -6.6955023600091534E-02     -1.0759297795227605E+00     -3.7948991570479144E-02     -1.8826136333903143E+00      8.5463998088034399E-02     -2.7726372854702874E+00     -7.9758614489759050E-01      9.6745764252238209E-01      1.6657142010524356E-01      9.0548909839506564E-01      1.0155761694852738E+00      2.3499859205769355E-01     -3.5820893873000559E-01      2.3348641641786467E+00      2.6250701484094213E-01     -2.7552080089501391E-01     -8.5447373055558618E-01     -3.2604816062427694E-01      5.8505422682114305E-01      1.8899401626694528E+00
 15     1.3957E-32      0.0000000000000000E+00     -1.6717376245028970E+00      5.1844514852685375E-01      0.0000000000000000E+00      0.0000000000000000E+00      1.6717376244871460E+00     -5.1844514853466039E-01      0.0000000000000000E+00      7.5936615264485618E-01      1.0091407743075356E+00     -7.5936615264674856E-01      1.0091407743092042E+00      7.5936615264408969E-01     -1.0091407743219236E+00      0.0000000000000000E+00      2.6636501605937086E+00     -7.5936615264598217E-01     -1.0091407743235916E+00      0.0000000000000000E+00     -2.6636501606083081E+00
 16     1.3963E-32     -4.0478064217469867E-01      5.4564068704724711E-01     -1.6280312329415128E-01     -2.6493171725740576E+00      6.4909323383027892E-02      2.5452457261524750E+00      8.6917841403107199E-01     -8.5257294349684731E-01     -6.0823324515592236E-01      1.5890547684358403E+00     -9.8287898297886600E-01     -4.0482243090067882E-01      1.2534293653600281E-01     -1.7420195287058928E+00      5.8355059925026054E-01      1.4347737753646421E+00     -1.4674604345415895E-01     -7.7085621928425629E-01      6.6246076384518204E-01      3.0487333789601595E-01
